new_file_name,gender
cv-other-train/sample-000000.npy,male
cv-other-train/sample-000001.npy,male
cv-other-train/sample-000003.npy,male
cv-other-train/sample-000005.npy,male
cv-other-train/sample-000007.npy,female
cv-other-train/sample-000009.npy,female
cv-other-train/sample-000011.npy,male
cv-other-train/sample-000012.npy,male
cv-other-train/sample-000015.npy,male
cv-other-train/sample-000021.npy,male
cv-other-train/sample-000022.npy,female
cv-other-train/sample-000023.npy,male
cv-other-train/sample-000029.npy,male
cv-other-train/sample-000030.npy,male
cv-other-train/sample-000032.npy,male
cv-other-train/sample-000035.npy,male
cv-other-train/sample-000036.npy,male
cv-other-train/sample-000037.npy,male
cv-other-train/sample-000038.npy,male
cv-other-train/sample-000039.npy,male
cv-other-train/sample-000041.npy,female
cv-other-train/sample-000044.npy,male
cv-other-train/sample-000045.npy,male
cv-other-train/sample-000046.npy,female
cv-other-train/sample-000051.npy,male
cv-other-train/sample-000052.npy,male
cv-other-train/sample-000059.npy,male
cv-other-train/sample-000060.npy,female
cv-other-train/sample-000061.npy,male
cv-other-train/sample-000069.npy,female
cv-other-train/sample-000073.npy,male
cv-other-train/sample-000076.npy,male
cv-other-train/sample-000078.npy,male
cv-other-train/sample-000079.npy,male
cv-other-train/sample-000090.npy,male
cv-other-train/sample-000093.npy,male
cv-other-train/sample-000095.npy,male
cv-other-train/sample-000101.npy,male
cv-other-train/sample-000102.npy,male
cv-other-train/sample-000109.npy,female
cv-other-train/sample-000111.npy,male
cv-other-train/sample-000115.npy,female
cv-other-train/sample-000116.npy,male
cv-other-train/sample-000117.npy,male
cv-other-train/sample-000120.npy,male
cv-other-train/sample-000122.npy,female
cv-other-train/sample-000125.npy,male
cv-other-train/sample-000127.npy,male
cv-other-train/sample-000128.npy,female
cv-other-train/sample-000129.npy,male
cv-other-train/sample-000131.npy,male
cv-other-train/sample-000139.npy,male
cv-other-train/sample-000140.npy,male
cv-other-train/sample-000141.npy,male
cv-other-train/sample-000142.npy,male
cv-other-train/sample-000143.npy,male
cv-other-train/sample-000145.npy,male
cv-other-train/sample-000148.npy,male
cv-other-train/sample-000149.npy,male
cv-other-train/sample-000151.npy,male
cv-other-train/sample-000152.npy,male
cv-other-train/sample-000155.npy,male
cv-other-train/sample-000157.npy,male
cv-other-train/sample-000158.npy,male
cv-other-train/sample-000160.npy,male
cv-other-train/sample-000164.npy,male
cv-other-train/sample-000170.npy,male
cv-other-train/sample-000171.npy,male
cv-other-train/sample-000176.npy,male
cv-other-train/sample-000177.npy,female
cv-other-train/sample-000183.npy,male
cv-other-train/sample-000185.npy,male
cv-other-train/sample-000188.npy,male
cv-other-train/sample-000189.npy,female
cv-other-train/sample-000192.npy,male
cv-other-train/sample-000194.npy,male
cv-other-train/sample-000197.npy,male
cv-other-train/sample-000199.npy,male
cv-other-train/sample-000202.npy,male
cv-other-train/sample-000203.npy,female
cv-other-train/sample-000205.npy,female
